"artist","title","label","imUrl","root-genre","first-release-year"
"Quilapayun","20 Grandes Exitos","EMI Import","http://ecx.images-amazon.com/images/I/61ZJY63FRCL._SY300_.jpg","Latin Music","2005"
"Radio Tarifa","Fiebre","Nonesuch","http://ecx.images-amazon.com/images/I/51S9436T0QL._SX300_.jpg","Latin Music","2003"
"Sherpa","Guerrero En El Desierto","Blanco Y Negro","http://ecx.images-amazon.com/images/I/51iwgVNEqmL._SY300_.jpg","Latin Music","2004"
"Illapu","Multitudes","EMI Import","http://ecx.images-amazon.com/images/I/613YQRW9BRL._SY300_.jpg","Latin Music","2009"
"Inti-Illimani","Fragments of a Dream","EMI Import","http://ecx.images-amazon.com/images/I/61X5JHMED1L._SY300_.jpg","Latin Music","1987"
"Inti-Illimani","Imaginacion","EMI Import","http://ecx.images-amazon.com/images/I/610SF7HXXTL._SY300_.jpg","Latin Music","1987"
"Illapu","Momentos Vividos","EMI Import","http://ecx.images-amazon.com/images/I/51P9V9TJEJL._SY300_.jpg","Latin Music","2000"
"Inti-Illimani","Grandes Exitos","EMI Import","http://ecx.images-amazon.com/images/I/610ET3FS4VL._SY300_.jpg","Latin Music","2005"
"Joe Vasconcellos","Vivo","EMI Import","http://ecx.images-amazon.com/images/I/512G14ZEG5L._SY300_.jpg","Latin Music","1999"
"ANIBAL TROILO","Barrio De Tango","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/61QSFMZWSNL._SY300_.jpg","Latin Music","2004"
"Luis Jara","Grandes Exitos","EMI Import","http://ecx.images-amazon.com/images/I/61EYGDFETFL._SY300_.jpg","Latin Music","2005"
"Illapu","Morena Esperanza","EMI Import","http://ecx.images-amazon.com/images/I/619KYGC0E9L._SY300_.jpg","Latin Music","1998"
"Chavela Vargas","En Carnegie Hall","Wea Spain","http://ecx.images-amazon.com/images/I/51uyug0LzjL._SX300_.jpg","Latin Music","2006"
"Silva Y Villalba","Toda Una Vida","Yoyo Music","http://ecx.images-amazon.com/images/I/615NQ80CETL._SY300_.jpg","Latin Music","2000"
"Los Merenguitos","Canciones Infantiles","Yoyo Music","http://ecx.images-amazon.com/images/I/613CECN4CYL._SY300_.jpg","Latin Music","2003"
"Roberto Cantoral","Esta Es Mi Historia","Yoyo Music","http://ecx.images-amazon.com/images/I/51Y71GK4E2L._SY300_.jpg","Latin Music","2002"
"Inti-Illimani","Palimpsesto","EMI Import","http://ecx.images-amazon.com/images/I/515FXHCZF6L._SY300_.jpg","Latin Music","1981"
"Silvio Rodriguez","Descartes","EMI Argentina","http://ecx.images-amazon.com/images/I/41MeufUUvkL._SL500_SX300_.jpg","Latin Music","1998"
"Mario Suarez","Moliendo Cafe","Yoyo Music","http://ecx.images-amazon.com/images/I/518Q1ESK98L._SY300_.jpg","Latin Music","1992"
"Melingo","Santa Milonga","Imports","http://ecx.images-amazon.com/images/I/51r3OTsMr9L._SY300_.jpg","Latin Music","2005"
"Sonora Carruseles","Que No Pare La Rumba","Discos Fuentes","http://ecx.images-amazon.com/images/I/61ygVVL-MwL._SX300_.jpg","Latin Music","2004"
"Ana Barbara","Loca De Amar","Fonovisa Inc.","http://ecx.images-amazon.com/images/I/51G04CYYVEL._SY300_.jpg","Latin Music","2004"
"Jaci Velasquez","Mi Historia Musical","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/510HNV8WXBL._SY300_.jpg","Latin Music","2004"
"Monchy & Alexandra","Hasta El Fin","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51ogmPr2nSL._SX300_.jpg","Latin Music","2004"
"Buena Fe","Arsenal","Egrem Music Cuba","http://ecx.images-amazon.com/images/I/51NYjW5yOAL._SY300_.jpg","Latin Music","2003"
"Oscar D'Leon","Asi Soy","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51EBYbGxKxL._SY300_.jpg","Latin Music","2004"
"Puerto Rican Power Orchestra","Salsa Another Day","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51kJMsivCkL._SY300_.jpg","Latin Music","2003"
"Callejeros","Sed","EMI Europe Generic","http://ecx.images-amazon.com/images/I/61CZE5C2JSL._SY300_.jpg","Latin Music","2001"
"Various Artists","Marinero En Tierra: Tributo a Neruda, Vol. 1 & 2","Warner Music","http://ecx.images-amazon.com/images/I/51ABULQMq7L._SX300_.jpg","Latin Music","2000"
"ANIBAL TROILO","Tinta Roja","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/61GQY9BHSTL._SY300_.jpg","Latin Music","2004"
"La Granja","Tobogan","Grabaciones En El Mar","http://ecx.images-amazon.com/images/I/51BTE9MPQ9L._SY300_.jpg","Latin Music","2004"
"Lele Laina/Joseluis Jimenez","Canciones Basicas De Asfalto Y Topo","El Diablo!","http://ecx.images-amazon.com/images/I/51bWcqxi6lL._SX300_.jpg","Latin Music","2004"
"Los Inhumanos","25 Años Haciendo El Imbecil","FILMAX MUSIC SP","http://ecx.images-amazon.com/images/I/51RKDYC6R6L._SY300_.jpg","Latin Music","2004"
"Various Artists","Salsa Cubana","Empire","http://ecx.images-amazon.com/images/I/61P7QM8FRCL._SY300_.jpg","Latin Music","1998"
"Centinela","La Nueva Ira","Goimusic","http://ecx.images-amazon.com/images/I/61ZTFYK38DL._SY300_.jpg","Latin Music","2004"
"R de Rumba","R De Rumba","Boa Cor","http://ecx.images-amazon.com/images/I/61NXE6HGSGL._SY300_.jpg","Latin Music","2004"
"Nacha Pop","El Momento","Universal","http://ecx.images-amazon.com/images/I/418nfF68RlL._SY300_.jpg","Latin Music","2004"
"Skay Beilinson","Talisman","Dbn Records","http://ecx.images-amazon.com/images/I/51pMo7%2Bzb9L._SX300_.jpg","Latin Music","2004"
"Tono Rosario","Resistir","Universal Music Latino","http://ecx.images-amazon.com/images/I/51MZBNB7HML._SX300_.jpg","Latin Music","2008"
"Silvestre Vargas","Hall of Fame: Historia Musical","Orfeon Records","http://ecx.images-amazon.com/images/I/51DCYbhBk4L._SL500_SX300_.jpg","Latin Music","2004"
"Protagonistas de LA Salsa","De Puerto Rico Al Barrio","Envidia","http://ecx.images-amazon.com/images/I/51EHmYHRbyL._SY300_.jpg","Latin Music","1998"
"Marvin Santiago","Exitos Eternos","Universal Latino","http://ecx.images-amazon.com/images/I/51NJ1OlI5ZL._SY300_.jpg","Latin Music","2003"
"Azahar","Elixir","Dro Atlantic","http://ecx.images-amazon.com/images/I/51BWHkqoMRL._SX300_.jpg","Latin Music","1977"
"Obk","Sonorama","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/41%2Ba79lOV6L._SX300_.jpg","Latin Music","2004"
"Joe Veras","Tonto Corazon","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/41-KOTi7KtL._SY300_.jpg","Latin Music","2004"
"Maria Isabel","No Me Toques Las Palmas Que Me Conozco!","Vale","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Latin Music","2004"
"Fernanda Porto","Giramundo","Trama","http://ecx.images-amazon.com/images/I/61RJA0J8A2L._SY300_.jpg","Latin Music","2004"
"Carlinhos Brown","El Milagro de Candeal","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/71J39ZE56DL._SY300_.jpg","Latin Music","2004"
"O Terço","Casa Encantada","Vinyl Magic/EMI","http://ecx.images-amazon.com/images/I/61573TT4WPL._SY300_.jpg","Latin Music","1976"
"Callejeros","Rocanroles Sin Destino","EMI Europe Generic","http://ecx.images-amazon.com/images/I/61M02SNCF3L._SY300_.jpg","Latin Music","2004"
"Alejandro Amenabar","Mar Adentro ","Sony BMG","http://ecx.images-amazon.com/images/I/512AMZXGYTL._SY300_.jpg","Latin Music","2004"
"Juan Luis Guerra","Mudanza Y Acarreo","101 DISTRIBUTION","http://ecx.images-amazon.com/images/I/51SIa4mo5NL._SY300_.jpg","Latin Music","1995"
"Sandro","Espectacular","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/51Uf2dWAeRL._SY300_.jpg","Latin Music","1999"
"Rescate","Una Raza Contra El Viento","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/51EqNq6zwwL._SY300_.jpg","Latin Music","2004"
"Ada Falcon","Tangos Y Valses","EMI Europe Generic","http://ecx.images-amazon.com/images/I/51V1w9dMwAL._SY300_.jpg","Latin Music","2004"
"Debayres","Tango","Pata","http://ecx.images-amazon.com/images/I/51DV54TMB9L._SY300_.jpg","Latin Music","1992"
"Bobby Valentin","Gran Reunion","Bronco","http://ecx.images-amazon.com/images/I/51VOfIk5MfL._SX300_.jpg","Latin Music","2000"
"Cesar Pedroso","Pupy El Buenagente","Universal Latino","http://ecx.images-amazon.com/images/I/51G760KCNWL._SY300_.jpg","Latin Music","2005"
"Son Boricua","Son Boricua","CAIMAN","http://ecx.images-amazon.com/images/I/316S8QYQ3PL.jpg","Latin Music","1998"
"Andrea Echeverri","Andrea Echeverri","Nacional Records","http://ecx.images-amazon.com/images/I/61P6W64E0HL._SY300_.jpg","Latin Music","2004"
"Corporacion Latina","Proclama","Disco Hit","http://ecx.images-amazon.com/images/I/31KT6r9--hL.jpg","Latin Music","1978"
"Maria Isabel","No Me Toques Las Palmas Que Me Conozco!","Vale","http://ecx.images-amazon.com/images/I/61DK08DPVWL._SY300_.jpg","Latin Music","2004"
"Bobby Pulido","Vive","Universal Latino","http://ecx.images-amazon.com/images/I/511K662XT9L._SY300_.jpg","Latin Music","2005"
"Los Palominos","Atrevete","South Central Music","http://ecx.images-amazon.com/images/I/5159TV45NKL._SY300_.jpg","Latin Music","2005"
"Various Artists","Alma De America","Discograph","http://ecx.images-amazon.com/images/I/51ptoZcKeYL._SX300_.jpg","Latin Music","2005"
"Los Camperos De Valles","El Ave De Mi Sonar: Mexican Sones Huastecos","Smithsonian Folkways","http://ecx.images-amazon.com/images/I/51zzeNC7VSL._SX300_.jpg","Latin Music","2005"
"Sin Bandera","De Viaje ","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/514VNb0w5YL._SY300_.jpg","Latin Music","2003"
"Vintage Tango Tonight","Vintage Tango Tonight","Asv Living Era","http://ecx.images-amazon.com/images/I/51gAhy%2BfZTL._SX300_.jpg","Latin Music","2005"
"Vicente Fernández","Y Sus Corridos Consentidos","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/61lnLOkFNyL._SY300_.jpg","Latin Music","2005"
"Los Horoscopos de Durango","Y Seguimos Con Duranguense","Disa / Umgd","http://ecx.images-amazon.com/images/I/6157PCS4BFL._SY300_.jpg","Latin Music","2005"
"Chava Flores","20 Exitos","Bci / Eclipse Music","http://ecx.images-amazon.com/images/I/41gX2eCN0KL.jpg","Latin Music","1996"
"Pierrot","Dictators Circus-a Variant Bud","Universal","http://ecx.images-amazon.com/images/I/218SS5FXRTL.jpg","Latin Music","2005"
"Various Artists","Very Best of Salsa","Nascente","http://ecx.images-amazon.com/images/I/51hBY7ehB5L._SX300_.jpg","Latin Music","2005"
"La Onda","Fiesta","EMI Latin","http://ecx.images-amazon.com/images/I/61yLy%2B9EkRL._SY300_.jpg","Latin Music","2011"
"Luis Alberto Spinetta","Camalotus","Universal Import","http://ecx.images-amazon.com/images/I/61jaAE66GzL._SY300_.jpg","Latin Music","2004"
"Haydée","Haydee","EMI Argentina","http://ecx.images-amazon.com/images/I/51BFqNdIg0L._SY300_.jpg","Latin Music","2008"
"Shai Linne","Solus Christus Project","Lamp Mode Recordings","http://ecx.images-amazon.com/images/I/41teuzomoWL._SY300_.jpg","Latin Music","2005"
"Simon Diaz","Mis Canciones: My Songs","World Village USA","http://ecx.images-amazon.com/images/I/61RZ2K9PQVL._SY300_.jpg","Latin Music","2005"
"Olga Tañón","Una Nueva Mujer","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/61zAK7-pL%2BL._SY300_.jpg","Latin Music","2005"
"Raulin Rodriguez","Piel Sin Alma","Platano / Umgd","http://ecx.images-amazon.com/images/I/51J7xjZc4CL._SY300_.jpg","Latin Music","2005"
"Elvis Martinez","Mas Grande Que El","Univision Music Grp","http://ecx.images-amazon.com/images/I/5199DFY1F2L._SY300_.jpg","Latin Music","2005"
"Feliu I Joan Albert","Feliu I Joan Albert","PDI, S.A.","http://ecx.images-amazon.com/images/I/51ozAZrBk3L._SX300_.jpg","Latin Music","2004"
"Agustin Pereyra Lucena","Miradas","VIVID SOUND (JAPAN)","http://ecx.images-amazon.com/images/I/51IvA8riP3L._SX300_.jpg","Latin Music","1977"
"Gal Costa","Gal Canta Caymmi","Polygram","http://ecx.images-amazon.com/images/I/31bRkKAXVDL._SL500_SX300_.jpg","Latin Music","1976"
"Luis Miguel","Los Tres Amigos","St. Clair Records","http://ecx.images-amazon.com/images/I/51%2BusvPXMIL._SX300_.jpg","Latin Music","2001"
"Rigo Tovar","La Historia De Un Idolo","Fonovisa","http://ecx.images-amazon.com/images/I/51XstXQpb8L._SY300_.jpg","Latin Music","2005"
"Jimmy Gonzalez","Para Mi Gente","Freddie Records","http://ecx.images-amazon.com/images/I/51wSAIwfKjL._SX300_.jpg","Latin Music","2003"
"Fiel a la Vega","Fiel a la Vega","CPC","http://ecx.images-amazon.com/images/I/21WKQ39S1ZL.jpg","Latin Music","1996"
"Negros","Sin Fecha De Vencimiento","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51S9NrdJFtL._SX300_.jpg","Latin Music","2005"
"Candido Fabre","Best of Candido Fabre","CD Baby","http://ecx.images-amazon.com/images/I/61STTATEGTL._SY300_.jpg","Latin Music","2007"
"Tito Y Hector","Lo De Antes","Black Jack","http://ecx.images-amazon.com/images/I/21o9kEg0XXL.jpg","Latin Music","2001"
"Yusa","Breathe","Tumi Records","http://ecx.images-amazon.com/images/I/510pLD-jMxL._SX300_.jpg","Latin Music","2005"
"Kaleidoscópio","Tem Que Valer","Irma Casa Di Primord","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Latin Music","2003"
"Invitation to Tango","Invitation to Tango","Wagram Records","http://ecx.images-amazon.com/images/I/51GeXQVyZbL._SY300_.jpg","Latin Music","2005"
"DYANGO","Himnos al Amor","Melody Latina","http://ecx.images-amazon.com/images/I/51w-8z9Q8tL._SX300_.jpg","Latin Music","2002"
"Rosana","Magia","Wea International","http://ecx.images-amazon.com/images/I/61TMXs9K9BL._SX300_.jpg","Latin Music","2005"
"Melendi","Sin Noticias De Holanda","Carlito","http://ecx.images-amazon.com/images/I/51DF6FWN1BL._SY300_.jpg","Latin Music","2003"
"Sôber","Discografia Esencial","Zero","http://ecx.images-amazon.com/images/I/61GNTZ61A2L._SY300_.jpg","Latin Music","2004"
"Habeas Corpus","Discografia Esencial","Zero","http://ecx.images-amazon.com/images/I/612YYY0ZMAL._SY300_.jpg","Latin Music","2004"
"Hamlet","Discografia Esencial","Zero","http://ecx.images-amazon.com/images/I/61E177DDJAL._SY300_.jpg","Latin Music","2004"
"Forróçacana","O Melhor Forro Do Mundo","Indie","http://ecx.images-amazon.com/images/I/61PRZDY70WL._SY300_.jpg","Latin Music","2005"
"Santitos","Long Live the King","Fania","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Latin Music","1973"
"Pedro Guerra","Bolsillos","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/410J0FX7B8L._SY300_.jpg","Latin Music","2004"
"Rata Blanca","Grandes Canciones","Universal","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Latin Music","2000"
"Grupo Sierra Maestra","Son: Soul of a Nation","Riverboat","http://ecx.images-amazon.com/images/I/51u5o4v9NOL._SX300_.jpg","Latin Music","2005"
"Maraca","Soy Yo","Ahi Nama Music","http://ecx.images-amazon.com/images/I/51P8XPZ0S9L._SX300_.jpg","Latin Music","2005"
"Aracely Arambula","Sexy","EMI Latin","http://ecx.images-amazon.com/images/I/51xuqh1BaqL._SY300_.jpg","Latin Music","1998"
"Andy Andy","Ironia","Wepa Music/Urban Box Office (UBO)","http://ecx.images-amazon.com/images/I/51HLNpBzhuL._SY300_.jpg","Latin Music","2005"
"Juanes","La Camisa Negra Pt.2","Universal","http://ecx.images-amazon.com/images/I/51X21N2MBBL._SY300_.jpg","Latin Music","2005"
"3+2","Mueve el Esqueleto","Vale","http://ecx.images-amazon.com/images/I/61UK9Os2b7L._SX300_.jpg","Latin Music","2005"
"Paquita La Del Barrio","Para Los Inutiles","Balboa","http://ecx.images-amazon.com/images/I/51vSpvRkyHL._SY300_.jpg","Latin Music","2004"
"Felipe Rodriguez","Los 15 Mas Grandes Exitos","Disco Hit","http://ecx.images-amazon.com/images/I/314UOKTP-8L.jpg","Latin Music","2005"
"Edith Marquez","Cuando Grita La Piel","Warner Music Latina","http://ecx.images-amazon.com/images/I/51S0DQ9H2ML._SX300_.jpg","Latin Music","2005"
"Issac Delgado","Prohibido","Universal Latino","http://ecx.images-amazon.com/images/I/5192rV1EmTL._SY300_.jpg","Latin Music","2005"
"Willy Chirino","Cubanisimo","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/416223HE9PL._SY300_.jpg","Latin Music","2005"
"Paquita Y Chalino","Coleccion De Oro","Balboa","http://ecx.images-amazon.com/images/I/51XSDfcRpnL._SX300_.jpg","Latin Music","2006"
"Grupo Toppaz","Top Ten","Disa / Umgd","http://ecx.images-amazon.com/images/I/61T2WWRA77L._SY300_.jpg","Latin Music","1984"
"Ismael Rivera","La Quiniela del Dia ","Fania","http://ecx.images-amazon.com/images/I/61T5M7QY5EL._SY300_.jpg","Latin Music","2008"
"El Camarón de la Isla","Arte Y Majestad","Universal","http://ecx.images-amazon.com/images/I/51EAVnaMdiL._SX300_.jpg","Latin Music","1975"
"Various Artists","Essential Guide to Salsa","Essentials","http://ecx.images-amazon.com/images/I/51nOkas19rL._SX300_.jpg","Latin Music","2005"
"Ninel Conde","Rebelde","Universal Latino","http://ecx.images-amazon.com/images/I/51RPWKNJGWL._SX300_.jpg","Latin Music","1981"
"Three Souls In My Mind","15 Grandes Exitos","Denver Discos","http://ecx.images-amazon.com/images/I/41WJRSVKAXL._SY300_.jpg","Latin Music","1982"
"Los Higuereños","Medias Negras","Disa / Umgd","http://ecx.images-amazon.com/images/I/61NcUQa4iPL._SL500_SY300_.jpg","Latin Music","1986"
"Buena Fe","Corazonero","Egrem","http://ecx.images-amazon.com/images/I/61QSSZ331HL._SY300_.jpg","Latin Music","2004"
"Pegasso Del Pollo Esteban","Top Ten","Disa / Umgd","http://ecx.images-amazon.com/images/I/61Y51P5KPWL._SY300_.jpg","Latin Music","1984"
"Sunny & The Sunglows","Sunny's Gold","Big Star","http://ecx.images-amazon.com/images/I/5179RYFAX9L._SX300_.jpg","Latin Music","1989"
"Diego el Cigala","Picasso En Mis Ojos","Sony Bmg Europe","http://ecx.images-amazon.com/images/I/41yx-3AZZqL._SX300_.jpg","Latin Music","2005"
"Jerry Rivera","Ay Mi Vida","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/5195LE3PgOL._SY300_.jpg","Latin Music","2005"
"Zeca Baleiro","Baladas Do Asfalto","Universal","http://ecx.images-amazon.com/images/I/612BMNDHCQL._SY300_.jpg","Latin Music","2006"
"Mari Trini","Una Estrella En Mi Jardin","EMI","http://ecx.images-amazon.com/images/I/51TB4WKNNHL._SY300_.jpg","Latin Music","2005"
"Juan Formell","Sandunguera","Universal Latino","http://ecx.images-amazon.com/images/I/51VtffK-WAL._SX300_.jpg","Latin Music","1986"
"Daniela Herrero","El Espejo","Sony","http://ecx.images-amazon.com/images/I/51XAV89T5ZL._SY300_.jpg","Latin Music","2006"
"Pepe Aguilar","Historias De Mi Tierra","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51BA1KTE0XL._SY300_.jpg","Latin Music","2005"
"Fito Olivares","25 Aniversario: Famosas Y Sabrosas","Univision Music Grp","http://ecx.images-amazon.com/images/I/61NHEQPXQDL._SY300_.jpg","Latin Music","2005"
"N'Klabe","I Love Salsa","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51qkN-%2Bav9L._SY300_.jpg","Latin Music","2005"
"Pepe","Fakek Choz","Tribu Label","http://ecx.images-amazon.com/images/I/51LfuvoWimL._SX300_.jpg","Latin Music","2005"
"Johnny Pacheco","Entre Amigos","Reyes Records","http://ecx.images-amazon.com/images/I/513ZPP8VPEL._SX300_.jpg","Latin Music","1977"
"Gilberto Santa Rosa","Dos Soneros Una Historia","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/61gbLqvPizL._SX300_.jpg","Latin Music","2005"
"Grupo Niche","Alive","Bohemia Records/Universal Musi","http://ecx.images-amazon.com/images/I/214BDNb34fL.jpg","Latin Music","2005"
"Los Toros Band","Bacha-Rengue: Lo Mejor De Los Toros Band","Universal Music Latino","http://ecx.images-amazon.com/images/I/61Ls3LHhuvL._SX300_.jpg","Latin Music","2005"
"Grupo Climax","Tiburon","Balboa","http://ecx.images-amazon.com/images/I/61fa0SWS3TL._SX300_.jpg","Latin Music","1985"
"Fiel A La Vega","Desde El Comienzo, 1994-2004","FERJAN","http://ecx.images-amazon.com/images/I/41X2KS9W01L._SX300_.jpg","Latin Music","2005"
"Various artists","Canciones Tradicionales","Cantarima Multimedia LLC","http://ecx.images-amazon.com/images/I/51J8YDS8B3L._SX300_.jpg","Latin Music","1992"
"Yuridia","Voz De Un Angel","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51MC439R6GL._SY300_.jpg","Latin Music","2005"
"Bobby Valentin","Symbol of Prestige","Bronco","http://ecx.images-amazon.com/images/I/51-EgZFNPWL._SY300_.jpg","Latin Music","1996"
"Daniela Mercury","Bale Mulato","EMI Import","http://ecx.images-amazon.com/images/I/51SlEqTKF4L._SX300_.jpg","Latin Music","2005"
"Richie Gajate-Garcia","Entre Amigos","CD Baby","http://ecx.images-amazon.com/images/I/61vVqAkTBiL._SY300_.jpg","Latin Music","1977"
"Maria Isabel","Numero 2","Vale Music","http://ecx.images-amazon.com/images/I/61fSJ-2F3XL._SX300_.jpg","Latin Music","2005"
"Mariette Bodier","Mi Gusto","CD Baby","http://ecx.images-amazon.com/images/I/51SxKHg9udL._SY300_.jpg","Latin Music","2004"
"Cascada de Flores","Mexico","Cascada de Flores","http://ecx.images-amazon.com/images/I/41KC%2B%2BgS3pL.jpg","Latin Music","2000"
"Little Joe","Arriba!","Tejano Discos Internacional","http://ecx.images-amazon.com/images/I/613M62R39WL._SX300_.jpg","Latin Music","1966"
"Wanda Sá","Swingueira","Albatroz Music","http://ecx.images-amazon.com/images/I/61D5KW5esJL._SY300_.jpg","Latin Music","2006"
"Maysa","Tom Jobim Por Maysa","Random Music","http://ecx.images-amazon.com/images/I/518Gl2Uou6L._SX300_.jpg","Latin Music","2005"
"Jesus Adrian Romero","El Aire De Tu Casa ","Vastago Producciones","http://ecx.images-amazon.com/images/I/51VAvwM8HWL._SY300_.jpg","Latin Music","2006"
"Teresa Usandivaras","Jugamos a Cantar","Sony Bmg","http://ecx.images-amazon.com/images/I/51yCYwePapL._SX300_.jpg","Latin Music","1997"
"Robert Boyd","Esmeralda","CD Baby","http://ecx.images-amazon.com/images/I/51dnnWSlkeL._SY300_.jpg","Latin Music","2003"
"Chick Corea","Rhumba Flamenco","Chick Corea Productions, Inc.","http://ecx.images-amazon.com/images/I/416SAJA8MCL.jpg","Latin Music","2005"
"Viva Tin Tan","Viva Tin Tan","Sony Norte/Sbme","http://ecx.images-amazon.com/images/I/6196V8483WL._SY300_.jpg","Latin Music","2006"
"Son De La Frontera","Son de la Frontera","World Village USA","http://ecx.images-amazon.com/images/I/41H8T42QF1L._SY300_.jpg","Latin Music","2004"
"Agnes Jaoui","Canta","Warner","http://ecx.images-amazon.com/images/I/51mYayfTv%2BL._SX300_.jpg","Latin Music","2006"
"GILBERTO SANTA ROSA","Directo Al Corazon","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51NPeNW%2B2tL._SY300_.jpg","Latin Music","2006"
"Bobby Valentín","35 Aniversario","Bronco","http://ecx.images-amazon.com/images/I/51ZQQDPhNiL._SX300_.jpg","Latin Music","2008"
"Various Artists - Please see track listing below.","The Ultimate Ballroom Album 6: ""Hello Young Lovers"" ","WRD Worldwide Music Ltd.","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Latin Music","2003"
"Michael Stuart","Back to Da Barrio","Machete Music","http://ecx.images-amazon.com/images/I/61iYrVAOfFL._SY300_.jpg","Latin Music","2006"
"Juliana","Juliana","Musical Productions","http://ecx.images-amazon.com/images/I/51Qj8OF1V2L._SX300_.jpg","Latin Music","2005"
"Cano Estremera","Nino De Oro","EMI Latin","http://ecx.images-amazon.com/images/I/31tpU1fNHQL._SL500_.jpg","Latin Music","1986"
"Alberto Barros","Titan De La Salsa","Musical Productions","http://ecx.images-amazon.com/images/I/517QJ6G48RL._SY300_.jpg","Latin Music","2006"
"Michael Stuart","Grandes Exitos","Rmm Records","http://ecx.images-amazon.com/images/I/51WMWX9P4VL._SY300_.jpg","Latin Music","1997"
"Celia Cruz","Celia & Johnny","Fania","http://ecx.images-amazon.com/images/I/51YPiLtNMML._SY300_.jpg","Latin Music","1974"
"Johnny Pacheco","Compadres","Fania","http://ecx.images-amazon.com/images/I/51E1i-27jyL._SY300_.jpg","Latin Music","2006"
"La Sonora Poncena","Fuego En El 23","Fania","http://ecx.images-amazon.com/images/I/61A1BS0NBCL._SY300_.jpg","Latin Music","1969"
"Cheo Feliciano","Cheo","Fania","http://ecx.images-amazon.com/images/I/51cIuXzbGpL._SY300_.jpg","Latin Music","1971"
"The Lebrón Brothers","Salsa Y Control","Fania","http://ecx.images-amazon.com/images/I/61qZXoiJvoL._SY300_.jpg","Latin Music","1970"
"Ismael Rivera","Maelo","Fania","http://ecx.images-amazon.com/images/I/513bnpBL3gL._SY300_.jpg","Latin Music","1992"
"Louie Ramirez","Ali Baba","Fania","http://ecx.images-amazon.com/images/I/51DCY7TX7FL._SY300_.jpg","Latin Music","1968"
"Joe Arroyo","Gold","Discos Fuentes","http://ecx.images-amazon.com/images/I/31PJOQHvSBL._SL500_.jpg","Latin Music","2006"
"Justo Betancourt","Leguleya No","Fania","http://ecx.images-amazon.com/images/I/516iNND6yBL._SY300_.jpg","Latin Music","1982"
"Juan Gabriel","Historia Del Divo","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51xspqTkZqL._SX300_.jpg","Latin Music","2006"
"Gilberto Gil","Duetos","Vene Music Wea","http://ecx.images-amazon.com/images/I/51afLeZmLAL._SY300_.jpg","Latin Music","2008"
"Chavela Vargas","Chavela at Carnegie Hall","Tommy Boy","http://ecx.images-amazon.com/images/I/518EKC30RWL._SX342_.jpg","Latin Music","2006"
"Las Perlas del Son","Siacara!","Caribe","http://ecx.images-amazon.com/images/I/613XA3JM2BL._SY300_.jpg","Latin Music","1999"
"Doris De La Torre","Musica Original De Cuba","Empire","http://ecx.images-amazon.com/images/I/41N2MQSPK7L._SX300_.jpg","Latin Music","2006"
"Marisa Monte","Universo Ao Meu Redor","EMI Europe Generic","http://ecx.images-amazon.com/images/I/51aTHIHLmGL._SY300_.jpg","Latin Music","2006"
"Sabicas","La Guitarra Flamenca","Alfa Records","http://ecx.images-amazon.com/images/I/51Ceq4ReDKL._SL500_SX300_.jpg","Latin Music","2012"
"Abbilona","Oya","Caribe","http://ecx.images-amazon.com/images/I/51KZXDNYFYL._SY300_.jpg","Latin Music","2013"
"Los Aragon","Coleccion De Oro","Balboa","http://ecx.images-amazon.com/images/I/51rDUa74FIL._SX300_.jpg","Latin Music","2000"
"Raulin Rodriguez","A Donde Ire Sin Ti","Sony U.S. Latin","http://ecx.images-amazon.com/images/I/51J0TqxM3XL._SY300_.jpg","Latin Music","2007"
